flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
59.90498468875885,3570023.6,6.6,217.3,50.85637509124055,50.85637509124055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120.8,3391.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1281.5,66.0,230.0,83.27572479678904,44.93562140520854,82.9,166519115.724038,13.5,12.908431641974598,63.67863933512481,2040.1754621612024,1.0,244.6,Benign
26.39967906475067,2135875.8,6.0,114.1,76.61076572929778,76.61076572929778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,71.0,2021.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22253.8,129.0,2527.6,1438.643628352212,504.2856994703146,1224.4,166520150.900139,13.5,53.74826151947133,706.7410051278687,258877.56970052468,1.0,244.6,Benign
77.1852106809616,4752.1,9.8,98.2,18.58910974675782,18.58910974675782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.1,1.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5153.6,61.2,2086.0,339.1962414400185,584.7768524887534,155.3,166517237.0349688,13.5,26.051670260018977,828.5960863503713,345404.29362637753,1.0,244.6,Benign
55.3872784614563,3099753.0,6.0,231.2,53.1201842215484,53.1201842215484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120.8,3005.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,363.0,66.0,66.0,66.0,0.0,66.0,0.0064692974090576,5.5,11.489125293076055,0.0,0.0,0.0,38.5,Benign
12.624995470046995,1290608.0,6.0,232.0,94.5346446566173,94.5346446566173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,43.0,1192.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1023.0,66.0,66.0,66.0,0.0,66.0,166518886.9148937,13.5,11.489125293076055,0.0,0.0,0.0,244.6,Benign
4.236118507385254,331501.8,6.0,180.9,78.96348610361089,78.96348610361089,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,334.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2679.8,66.0,1079.6,387.49047619047616,465.253099351812,500.4,0.000629186630249,5.5,26.02364530124508,657.9672430394494,310567.4455056689,0.7,38.5,Benign
84.68559713363648,4019656.4,9.3,80.4,44.487139299600585,44.487139299600585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,206.1,3840.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5421.2,661.7,1514.0,1154.2478968253968,389.6349563688632,665.7,0.004954195022583,5.5,47.510637402607735,551.0270396714957,256753.06801925864,0.6,38.5,Benign
17.837729501724244,38696.3,7.1,112.6,42.8460830185893,42.8460830185893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,54.2,111.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4620.3,80.8,3742.7,747.8147619047619,1283.657825744805,676.2,0.0061506986618041,5.5,36.44448389849613,1815.3663066146617,2338997.2466383222,0.9,38.5,Benign
61.36442050933838,3486935.2,7.1,214.5,52.58459483148372,52.58459483148372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,127.2,3264.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1282.2,50.0,230.0,83.3786231793662,54.52153124859554,65.2,166525582.79726142,13.5,12.915826413279936,77.26869276601249,3004.9101788212965,1.0,244.6,Benign
1.8109649419784544,376444.1,6.0,164.8,181.2494039448742,181.2494039448742,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,328.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3765.4,364.6,1514.0,851.6445238095239,544.3786139739282,509.4,0.0019737958908081,5.5,40.44010013961065,769.8676189477968,370805.6737159864,0.8,38.5,Benign
27.012129044532777,1685783.3,6.0,130.3,60.51684137842902,60.51684137842902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,110.9,1615.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5256.6,460.5,2817.2,1196.5425793650793,854.2129006565604,614.3,0.016406512260437,5.5,47.83471351015942,1208.039469262569,820726.5176517227,0.9,38.5,Benign
