flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
67.82214198112487,4385707.4,7.1,197.6,66.3434181999461,66.3434181999461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,225.9,4524.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18096.6,53.2,2962.0,1200.938671064058,916.318367978185,354.0,166522372.83887762,13.5,48.9656288481161,1296.3756336652227,845181.5664357881,1.0,244.6,Benign
0.6171707153320313,40966.3,5.4,138.9,70.71083474597727,70.71083474597727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6,54.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1074.2,64.8,105.9,68.7885952012384,9.244975485452729,79.8,166522258.6036724,13.5,11.729351745061248,13.153491600912492,191.1015823194301,0.6,244.6,Benign
14.10363528728485,1131827.7,9.3,64.0,53.29759802689897,53.29759802689897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.0,43.1,1076.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4029.9,64.0,1572.8,540.4105952380953,539.5544993198098,954.7,0.0031938791275024,5.5,30.14012220420725,763.0452905774998,459157.5239448695,0.9,38.5,Benign
83.95606005191803,89202.0,6.0,78.9,6.240092771141198,6.240092771141198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,266.0,554.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,534.2,54.0,145.8,93.93507936507936,39.110324746208974,95.6,0.0224177837371826,5.5,13.659345462099049,55.31035168490481,1709.838636180398,0.9,38.5,Benign
58.6337456703186,2021926.0,6.0,96.6,49.75529637635773,49.75529637635773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,205.9,2063.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,26549.3,66.0,5858.0,1735.1525406898745,1747.1010675302364,1234.5,166521019.50819618,13.5,58.96933854471047,2472.5545933420867,3060816.37820083,1.0,244.6,Benign
134.0457758426666,241985.6,5.9,55.9,14.153172324654117,14.153172324654117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,886.8,1806.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,618.2,63.6,190.4,109.03603174603174,49.79208072250337,107.0,0.0306131124496459,5.5,14.713223241378032,70.41663585654021,2794.5983398841017,0.9,38.5,Benign
39.55685112476349,3080239.0,6.0,64.0,72.97092212321542,72.97092212321542,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,102.0,2886.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,27116.0,95.0,2962.0,1750.0887795636595,745.6397705399093,1658.8,166525649.30453163,13.5,59.1804343037688,1056.752489119299,559841.9693561258,1.0,244.6,Benign
72.92255828380584,4747225.0,6.0,212.1,62.32610326951281,62.32610326951281,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,171.6,4632.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9083.3,66.0,2962.0,604.9128319831183,831.0784806815631,71.7,166520132.42480648,13.5,34.7268293902988,1177.303297565321,694955.1742686278,1.0,244.6,Benign
13.587813472747802,546904.1,6.0,98.4,51.2516547944854,51.2516547944854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,47.8,590.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3275.4,71.1,960.7,447.4211904761905,410.1218865276464,810.2,0.0083754062652587,5.5,27.708142073399625,579.999934153437,270537.6184461451,0.9,38.5,Benign
11.184858989715575,1084220.4,6.0,64.0,92.6698867369348,92.6698867369348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,47.4,1035.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8955.4,1514.0,1996.9,1585.898849206349,155.65430954112338,1707.3,0.0006277084350585,5.5,56.29272557956061,220.1284355948765,67071.32839945515,0.4,38.5,Benign
4.435303449630737,77755.0,6.0,55.1,52.25428324882687,52.25428324882687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,27.6,113.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16244.6,66.0,1494.0,1072.8998755364005,628.2173325364766,505.0,166524993.5031421,13.5,46.32628281933741,887.5787200740226,397552.6599738587,1.0,244.6,Benign
209.603070640564,4516.1,8.2,50.4,5.644687161837801,5.644687161837801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,24.4,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1213.6,50.0,214.0,77.93576330016732,41.54811908984306,81.0,166516733.6282074,13.5,12.49069009505077,58.86725044380033,1735.4731118233285,1.0,244.6,Benign
42.07360305786133,416355.7,7.1,149.9,71.8813782431249,71.8813782431249,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,86.6,516.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4586.5,528.2,1514.0,1022.1005555555556,442.571414314303,550.4,0.0067949056625366,5.5,44.46101782583721,625.8904964419294,280677.7228593474,0.7,38.5,Benign
32.40895204544067,1402199.8,6.0,234.3,71.41990565190994,71.41990565190994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.0,72.1,1382.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,362.0,65.0,66.0,65.9,0.3,65.0,0.0008195161819458,5.5,11.48038818886759,0.4242640687119284,0.9,0.1,38.5,Benign
2.0886664628982543,63530.1,6.0,58.8,60.15971502997114,60.15971502997114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.0,16.5,86.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4647.0,208.8,1494.0,863.5833333333333,632.1897358413404,922.8,0.0040407180786132,5.5,41.19768124759814,894.0512984198879,444217.6292222223,0.9,38.5,Benign
18.202388978004457,4925.9,10.9,55.5,12.590141525649482,12.590141525649482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5271.0,50.8,2513.8,327.9003452893855,681.0883167379079,499.8,166519252.7697186,13.5,25.44789062817269,965.7125178772508,481350.3627010337,1.0,244.6,Benign
