flow_duration,Header_Length,Protocol_Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot_sum,Min,Max,AVG,Std,Tot_size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
2.965041208267212,205563.4,7.1,167.1,132.95983038605863,132.95983038605863,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,23.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1851.6,66.0,992.0,231.92888888888888,303.977627937765,684.4,0.0015539169311523,5.5,19.04436492736395,429.88928408758994,269574.4498553792,0.5,38.5,BenignTraffic
11.087927389144898,-1.0,8.2,76.4,42.26273067296045,42.26273067296045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.0,93.6,215.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11928.1,46.0,2817.2,752.1583646204156,854.9417119278381,1229.9,-1.0,13.5,38.58803326208616,1210.299557639455,738183.7754613345,1.0,244.6,BenignTraffic
19.42121777534485,53336.8,4.7,56.7,15.969448853370247,15.969448853370247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1769.0,60.0,211.6,-1.0,-1.0,105.4,166517592.9217891,13.5,15.095981425798072,77.11785694563754,2975.818668795617,1.0,244.6,BenignTraffic
6.824316835403442,18439.1,12.1,87.5,41.79408830694105,41.79408830694105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.4,-1.0,45.6,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2255.4,66.0,583.0,145.19633176635884,148.25689928797178,130.9,166521558.8238902,13.5,17.053268314758423,210.1087483130355,22148.671547987287,1.0,244.6,BenignTraffic
121.13174500465394,78887.0,12.6,63.6,5.851601788175037,5.851601788175037,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,226.6,459.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,412.4,51.6,107.2,68.79460317460317,21.67561829160968,89.8,0.0126407146453857,5.5,11.670792660674737,30.65395336081674,931.00286218191,0.9,38.5,BenignTraffic
10.284532165527343,1181574.2,6.0,181.6,107.68597108267704,107.68597108267704,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,46.0,1106.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1666.2,66.0,934.8,208.38666666666668,288.3589847225639,645.2,0.0002418041229248,5.5,17.872951474600406,407.801187026786,277172.6204444445,0.3,38.5,BenignTraffic
151.92735829353333,51034.4,15.9,-1.0,3.26053223897742,3.26053223897742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.2,279.9,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,641.0,54.4,188.8,113.36222222222224,48.66413896971852,100.8,0.0099141836166381,5.5,14.96707444560874,68.82148533218499,2691.5276543209875,0.9,38.5,BenignTraffic
26.911798858642577,-1.0,8.2,200.3,65.30710800626443,65.30710800626443,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.7,1846.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15031.4,54.8,7306.0,1002.6727473833356,1841.871120794745,79.2,166520958.33084458,13.5,44.67835644424481,2610.148455925606,3422060.0640198067,1.0,244.6,BenignTraffic
17.113732671737672,458360.2,7.1,112.5,154.8555729616163,154.8555729616163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,88.0,522.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7871.4,50.0,-1.0,-1.0,654.3762846393436,788.8,166519053.3016979,13.5,31.29162190634069,922.9503893460062,427278.0698581108,1.0,244.6,BenignTraffic
4.734304165840149,5064181.6,6.0,61.8,489.4579827563806,489.4579827563806,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,14.0,2321.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1883.0,66.0,1260.4,246.52992063492064,417.4752297024614,654.2,0.0029752969741821,5.5,20.123208797675783,590.3991318000441,408798.51287295285,0.8,38.5,BenignTraffic
0.5437907457351685,-1.0,6.0,247.0,116.58628562193137,116.58628562193137,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11.4,61.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,29440.2,66.0,2922.0,1883.488008833272,817.6966332975677,2208.0,166517239.1766851,13.5,61.39891906051737,1158.2270569567452,670955.9344522456,1.0,244.6,BenignTraffic
8.215250468254089,798713.8,6.0,64.0,89.28511116177074,89.28511116177074,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,35.4,732.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16249.8,-1.0,1514.0,1036.197250415563,641.336727834491,1417.7,166522479.0673215,13.5,45.45333959806462,908.2272012389092,413050.1863897431,1.0,244.6,BenignTraffic
38.58410360813141,1420475.4,6.0,145.0,83.34553074747976,83.34553074747976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.6,0.0,115.4,1390.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,9967.6,60.0,2817.2,642.4377544205022,843.2720597668473,637.6,166521492.61107427,13.5,35.86037713083947,1194.3404679027003,718774.2449548248,1.0,244.6,BenignTraffic
4.124233651161194,16398.9,9.8,82.1,90.52498851880355,90.52498851880355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,27.4,62.1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1996.8,61.8,1527.0,-1.0,483.09210091373353,394.2,0.0028331995010375,5.5,21.70453178608896,683.1954009875138,458175.5343441043,0.9,38.5,BenignTraffic
0.9891231060028076,35885.8,8.7,85.7,25.359748273615093,25.359748273615093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,37.8,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,11571.8,64.2,1514.0,760.6887965148027,635.8022153186143,528.9,166519463.733399,13.5,39.00799947355856,900.3422171540063,405433.7184946597,1.0,244.6,BenignTraffic
-1.0,32838.9,6.0,210.0,37.58570065252548,37.58570065252548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,1.6,0.0,99.2,206.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3022.3,66.0,1484.8,579.9148412698413,618.4503200618909,433.1,-1.0,5.5,32.87422112873712,874.6208302855077,427516.9579719703,0.9,38.5,BenignTraffic
4.131597924232483,457.5,10.4,126.3,14.254631047500189,14.254631047500189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2,0.6,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1577.3,54.0,262.0,101.77530165912518,59.73704770399191,124.9,166516551.8890906,13.5,14.224771657790187,83.90047013175872,3524.398657962364,1.0,244.6,BenignTraffic
5.948489212989808,6085.0,12.0,110.9,7.565817987406819,7.565817987406819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,40.6,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,868.0,70.0,281.1,158.9607142857143,75.5412051422524,164.1,0.0086059808731079,5.5,17.779196904073686,106.83139683018152,-1.0,0.9,38.5,BenignTraffic
76.61124868392945,2848206.6,6.0,80.9,34.304890060831134,34.304890060831134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2847.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15058.3,66.0,2962.0,969.5278671216984,973.740108334032,1032.6,-1.0,13.5,44.1081762972705,1377.8026258741345,950631.1688088708,1.0,244.6,BenignTraffic
69.48684885501862,728265.9,9.3,114.2,33.738025123919066,33.738025123919066,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,331.2,1252.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3659.8,66.0,-1.0,206.9324859918204,410.7515957078418,1768.3,166519258.6713783,13.5,16.388758171297276,227.33044789594004,-1.0,1.0,244.6,BenignTraffic
15.894063568115234,32573.8,14.8,100.0,33.942257012140594,33.942257012140594,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,442.6,52.4,180.8,78.23253968253968,44.305252052607024,75.2,0.0116666078567504,5.5,12.466044622579709,62.65708833715526,2719.1696656588565,0.9,38.5,BenignTraffic
2.6262847661972044,136080.7,6.0,131.2,96.71435390896656,96.71435390896656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.8,0.0,22.0,141.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14145.0,66.0,2962.0,919.0397935458074,880.5706106700336,799.0,166520422.63257042,13.5,42.778523181120974,1246.8897833500494,777849.3412600986,1.0,244.6,BenignTraffic
1.4734054327011108,1673411.3,7.1,77.0,548.9627828307808,548.9627828307808,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,-1.0,12.2,873.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6974.2,66.0,3396.4,421.41085608234215,939.9168645544192,1226.8,166524456.5935443,13.5,28.06428390409124,1320.1553216521202,925531.5040866196,-1.0,244.6,BenignTraffic
38.84020824432373,2451841.4,6.0,-1.0,58.79215123687815,58.79215123687815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,107.0,2282.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9359.4,50.0,2093.2,568.4096205694889,696.2623880974406,-1.0,166525742.4803821,13.5,32.965382254932265,974.8791389614596,514035.2500041474,1.0,244.6,BenignTraffic
67.02448735237121,110817.6,14.8,63.5,23.08086474616436,23.08086474616436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3,181.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,318.4,51.6,75.0,58.21809523809524,7.995929953009456,65.4,0.0088325023651123,5.5,10.784893058805649,11.30795258333124,124.7493605442177,0.9,38.5,BenignTraffic
1.064495611190796,185047.9,6.5,193.1,156.73844767422554,156.73844767422554,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,4.7,163.4,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9408.2,61.2,2962.0,626.8024898768242,938.8638609512968,80.2,166523864.4683129,13.5,35.34657705663146,1330.1042301761202,887585.8314571278,1.0,244.6,BenignTraffic
27.91232757568359,2323661.8,6.0,64.0,81.84554527253306,81.84554527253306,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,108.0,2283.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,9919.8,1514.0,2527.6,1742.0025396825397,420.8173344514181,1803.6,0.0017337083816528,5.5,58.96452194541671,595.1255816628903,253871.02283497105,0.7,38.5,BenignTraffic
0.8200989007949829,2135204.8,6.0,99.4,2417.672907887944,2417.672907887944,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,533.2,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15150.2,66.0,2858.0,985.9701035737568,831.5133845021858,1044.4,166517698.2966589,-1.0,44.32389876904152,1177.723959203204,693796.8890811575,1.0,244.6,BenignTraffic
85.64735250473022,2121727.0,7.1,82.3,35.7465422638419,35.7465422638419,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,246.5,2320.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2823.2,60.0,728.8,164.6096542127463,213.4754820525208,680.7,166519899.99194232,13.5,17.077238183412785,294.8342950892286,86798.21561222759,1.0,-1.0,BenignTraffic
